GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1335535435	2023-10-23 19:23:37.280491	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				8					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala National Park - East Section	L17658308	P	6.1822533	81.2234169	2022-02-06	10:01:00	obsr333980	S102114158	Traveling	P22	EBIRD	89	11.270		5	1	G7830702	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1338661100	2024-08-25 13:25:32.708846	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				30					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-10	13:45:00	obsr920183	S102367724	Traveling	P22	EBIRD	227	26.759		1	1		0	1	0		Very rough estimations of the counts.		
URN:CornellLabOfOrnithology:EBIRD:OBS1337374096	2023-10-17 03:16:14.65291	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala National Park & Surrounding Area	L17681620	P	6.1967839	81.2228324	2022-02-06	06:30:00	obsr1869727	S102270439	Historical	P62	EBIRD	660				0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2605044200	2024-11-11 06:00:50.918682	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				11					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village and Surrounding Area	L17158240	P	6.1938448	81.2576837	2022-02-06	12:08:00	obsr333980	S202125188	Traveling	P22	EBIRD	78	2.870		5	1	G7830620	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335509493	2023-10-23 19:23:35.079701	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				8					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala National Park - East Section	L17658308	P	6.1822533	81.2234169	2022-02-06	10:01:00	obsr1001147	S102113475	Traveling	P22	EBIRD	89	11.270		5	1	G7830702	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335530496	2023-10-23 19:23:36.2983	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Pallemalala Wewa	L17658313	P	6.1937271	81.1858388	2022-02-06	13:44:00	obsr225081	S102113958	Traveling	P22	EBIRD	30	1.200		5	1	G7830699	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1352706913	2023-10-22 19:59:15.31428	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-02-26	07:30:00	obsr2018658	S103748405	Traveling	P22	EBIRD	480	8.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335531123	2023-10-23 19:23:36.630994	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bundala Maha Lewaya And Surrounding Area	L17158234	P	6.2028327	81.2421641	2022-02-06	11:36:00	obsr580318	S102113978	Traveling	P22	EBIRD	27	2.510		5	1	G7830701	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1335531478	2023-10-23 19:23:36.740407	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				8					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala National Park - East Section	L17658308	P	6.1822533	81.2234169	2022-02-06	10:01:00	obsr225081	S102113989	Traveling	P22	EBIRD	89	11.270		5	1	G7830702	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2605044286	2024-11-11 06:00:54.769529	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				46					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Embilikala - Bundala National Park	L12821841	P	6.1877518	81.2225246	2022-02-06	06:11:00	obsr333980	S202125190	Traveling	P22	EBIRD	54	0.250		6	1	G7830452	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1332918880	2023-10-23 19:23:25.328806	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				14					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala Village Edge	L17622831	P	6.1943765	81.2746944	2022-02-02	10:34:00	obsr1623604	S101908782	Traveling	P22	EBIRD	9	0.890		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1362853382	2023-10-23 19:24:20.592165	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-11	15:39:00	obsr2300789	S104595382	Traveling	P22	EBIRD	152	16.800		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1366249031	2023-10-23 19:24:26.618866	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-14	08:00:00	obsr2018658	S104865921	Traveling	P22	EBIRD	480	10.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1363378564	2023-10-23 19:24:20.940892	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-12	06:18:00	obsr2300789	S104639179	Stationary	P21	EBIRD	71			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2591583182	2024-11-06 01:46:52.229754	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-21	06:00:00	obsr4693520	S201543218	Traveling	P22	EBIRD	240	8.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1370170020	2023-10-23 19:24:30.859931	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				17					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-20	06:06:00	obsr941036	S105195956	Traveling	P22	EBIRD	118	16.810		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1361468639	2023-10-23 19:24:18.531039	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				6					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-09	06:30:00	obsr1869290	S104483112	Traveling	P22	EBIRD	480	25.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1362713299	2023-10-23 19:24:19.978071	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-03-10	15:56:00	obsr2300789	S104586348	Traveling	P22	EBIRD	124	12.700		1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1389578060	2023-10-23 19:25:00.584867	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					B499 Kirinda, Southern Province, LK (6.201, 81.218)	L18401738	P	6.2007000	81.2178091	2022-04-07	07:13:00	obsr3047223	S106828965	Traveling	P22	EBIRD	19	1.560		1	1	G8160401	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1385001476	2023-10-23 19:24:52.582739	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					B499 Kirinda, Southern Province, LK (6.201, 81.218)	L18401738	P	6.2007000	81.2178091	2022-04-07	07:13:00	obsr1001147	S106443732	Traveling	P22	EBIRD	19	1.560		1	1	G8160401	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381434083	2024-10-22 15:51:05.649782	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-03	06:23:00	obsr906919	S106146982	Traveling	P22	EBIRD	182	23.253		3	1	G8111681	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1383499349	2024-10-22 15:51:06.371448	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-04-03	06:23:00	obsr609647	S106316368	Traveling	P22	EBIRD	182	23.253		3	1	G8111681	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1379535689	2023-10-23 19:24:46.612331	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Bandagiriya Lake, Southern Province, LK (6.254, 81.147)	L18321675	P	6.2540325	81.1465591	2022-04-01	06:45:00	obsr948503	S105988959	Traveling	P22	EBIRD	65	0.180		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1551790537	2023-10-22 20:06:20.128294	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-10-31	05:48:00	obsr1108110	S121610776	Traveling	P22	EBIRD	196	0.660		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1552346909	2023-10-23 19:27:32.239548	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-10-31	11:53:00	obsr1108110	S121655476	Traveling	P22	EBIRD	600	4.280		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1564788247	2023-10-23 19:27:55.59851	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-11-19	06:08:00	obsr2300789	S122639382	Traveling	P22	EBIRD	332	25.060		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1565426156	2023-12-30 10:55:14.796232	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-11-20	06:01:00	obsr2310276	S122691741	Traveling	P22	EBIRD	17	2.134		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1567009020	2023-03-02 10:23:58.059355	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				5					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-11-22	07:11:00	obsr728923	S122815579	Traveling	P22	EBIRD	416	17.907		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1570244118	2023-10-23 19:28:05.848227	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				56					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-11-27	06:01:00	obsr1091489	S123082866	Traveling	P22	EBIRD	265	11.890		3	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1577367402	2023-10-23 19:28:15.95059	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				5					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-08	07:15:00	obsr736325	S123629976	Traveling	P22	EBIRD	124	2.110		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1573999804	2024-03-02 09:17:25.722446	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				21					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-03	15:03:00	obsr1091489	S123371330	Traveling	P22	EBIRD	168	0.320		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1589363100	2022-12-26 10:46:27.233301	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-26	07:52:00	obsr1346514	S124624047	Traveling	P22	EBIRD	22	1.530		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1589371402	2023-10-22 20:03:07.286036	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-26	07:24:00	obsr1346514	S124624514	Traveling	P22	EBIRD	27	3.940		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1589377338	2023-10-17 04:44:37.920496	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-26	06:25:00	obsr1346514	S124625523	Traveling	P22	EBIRD	27	1.220		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1577372469	2024-03-11 18:58:36.198852	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-08	09:59:00	obsr736325	S123630357	Traveling	P22	EBIRD	161	9.150		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1577249287	2023-10-23 19:28:15.489182	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-08	06:17:00	obsr789257	S123622235	Traveling	P22	EBIRD	272	20.667		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2140034886	2024-05-10 06:21:08.73242	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-25	06:00:00	obsr4810624	S173160002	Traveling	P22	EBIRD	300	32.187		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1574589946	2024-08-25 23:51:27.03434	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				18					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-04	06:00:00	obsr1091489	S123418665	Traveling	P22	EBIRD	297	9.800		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1575543973	2023-10-23 19:28:13.283906	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				15					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-05	23:51:00	obsr1902957	S123491337	Traveling	P22	EBIRD	179	16.936		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1589375447	2022-12-26 10:27:00.380631	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				5					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-26	06:53:00	obsr1346514	S124625006	Traveling	P22	EBIRD	30	2.300		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1584718721	2024-10-22 15:52:18.041799	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-12	14:45:00	obsr1547179	S124231833	Traveling	P22	EBIRD	120	4.000		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1595414041	2023-10-22 19:58:13.003635	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-22	07:00:00	obsr1715724	S125162797	Traveling	P22	EBIRD	300	16.093		2	0		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1588784613	2022-12-26 09:43:27.408412	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				12					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Dry Zone Botanic Gardens, Hambanthota, Southern Province, LK (6.149, 81.067)	L21905076	P	6.1492483	81.0666675	2022-12-25	16:25:00	obsr1346514	S124570565	Traveling	P22	EBIRD	59	1.770		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1619574741	2023-10-22 20:03:29.675011	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-31	06:20:00	obsr1359969	S127311339	Traveling	P22	EBIRD	238	23.932		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1607802352	2024-04-28 06:42:49.082509	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala salt pan area	L22157424	P	6.1810750	81.2299120	2023-01-11	10:21:00	obsr1634667	S126278062	Traveling	P22	EBIRD	28	2.591		8	1	G9491322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1625564914	2023-10-22 20:05:24.798113	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				19					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-23	08:31:00	obsr233492	S127838103	Traveling	P22	EBIRD	166	18.236		8	1	G9565448	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1603725346	2024-08-25 13:25:32.708846	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				50					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-11	05:50:00	obsr1508301	S125924070	Traveling	P22	EBIRD	300	10.000		3	1	G9473809	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1606495856	2024-04-28 06:37:38.990653	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala salt pan area	L22157424	P	6.1810750	81.2299120	2023-01-11	10:21:00	obsr625519	S126167201	Traveling	P22	EBIRD	28	2.591		8	1	G9491322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1603567084	2023-10-23 19:29:03.295155	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				10					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-11	10:09:00	obsr625519	S125908003	Traveling	P22	EBIRD	180	5.270		1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1596543769	2024-10-23 15:25:50.606637	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Auto selected 6.15344, 81.13424	L22049017	P	6.1534420	81.1342390	2023-01-03	12:19:00	obsr3523944	S125286923	Traveling	P22	EBIRD	19	5.405		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1613289577	2023-10-22 19:58:22.469283	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				19					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-23	08:31:00	obsr418540	S126768432	Traveling	P22	EBIRD	166	18.236		8	1	G9565448	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2003385999	2024-04-28 13:58:36.699711	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala salt pan area	L22157424	P	6.1810750	81.2299120	2023-01-11	10:21:00	obsr2290179	S166114938	Traveling	P22	EBIRD	28	2.591		8	1	G9491322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1605796213	2023-10-22 20:03:36.064255	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-14	14:37:00	obsr2018658	S126097733	Traveling	P22	EBIRD	190	0.920		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1605712278	2023-10-22 03:06:33.979237	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Godawaya	L22213202	P	6.1065464	81.0505950	2023-01-14	13:14:00	obsr2018658	S126091975	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1603558591	2024-04-28 06:37:19.971708	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala salt pan area	L22157424	P	6.1810750	81.2299120	2023-01-11	10:21:00	obsr676947	S125907961	Traveling	P22	EBIRD	28	2.591		8	1	G9491322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1606176431	2024-04-28 06:37:38.990653	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala salt pan area	L22157424	P	6.1810750	81.2299120	2023-01-11	10:21:00	obsr359132	S126136216	Traveling	P22	EBIRD	28	2.591		8	1	G9491322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1616772855	2023-10-22 20:01:59.994043	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				19					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-23	08:31:00	obsr602491	S127066375	Traveling	P22	EBIRD	166	18.236		8	1	G9565448	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1615400236	2023-10-23 19:29:26.79721	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-26	06:35:00	obsr2300789	S126947873	Traveling	P22	EBIRD	362	24.400		3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1611384526	2024-08-25 13:25:32.708846	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				15					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-21	06:40:00	obsr465551	S126592157	Traveling	P22	EBIRD	290	30.000		3	1		0	1	0		On official jeep safari with park appointed local guide. Raining for the most part.		
URN:CornellLabOfOrnithology:EBIRD:OBS1595242869	2024-09-08 19:00:04.754275	9724	species	avibase-avibase-809951F0	Blue-tailed Bee-eater	Merops philippinus				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-02	08:27:00	obsr2690174	S125150123	Traveling	P22	EBIRD	155	12.732		1	1		0	1	0				
