GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1495709028	2022-08-10 20:49:23.173276	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Galpotta Road, Wakkariya Junction, Bandagiriya, LK (6.233, 81.16)	L12767801	P	6.2327488	81.1596440	2022-08-10	18:47:00	obsr736325	S116691512	Stationary	P21	EBIRD	45			1	1		0	1	0			Heard	
URN:CornellLabOfOrnithology:EBIRD:OBS1534434725	2022-10-07 23:20:31.312175	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				7					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Hambantota - Bundala Road	L21146760	P	6.1605406	81.1585540	2022-09-10	08:02:00	obsr1793930	S120166637	Traveling	P22	EBIRD	17	14.160		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1536899365	2023-10-22 20:02:46.542277	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-09-10	09:00:00	obsr1793930	S120363116	Traveling	P22	EBIRD	80	10.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1536915602	2024-06-18 10:16:46.831409	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-09-10	10:50:00	obsr1793930	S120364004	Traveling	P22	EBIRD	90	10.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1552346884	2023-10-23 19:27:32.239548	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-10-31	11:53:00	obsr1108110	S121655476	Traveling	P22	EBIRD	600	4.280		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1567008990	2023-03-02 10:23:58.059355	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-11-22	07:11:00	obsr728923	S122815579	Traveling	P22	EBIRD	416	17.907		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1565426141	2023-12-30 10:55:14.796232	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-11-20	06:01:00	obsr2310276	S122691741	Traveling	P22	EBIRD	17	2.134		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1570254330	2023-10-23 19:28:05.848227	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-11-27	06:01:00	obsr1091489	S123082866	Traveling	P22	EBIRD	265	11.890		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1564788267	2023-10-23 19:27:55.59851	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-11-19	06:08:00	obsr2300789	S122639382	Traveling	P22	EBIRD	332	25.060		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1574590012	2024-08-25 23:51:27.03434	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-04	06:00:00	obsr1091489	S123418665	Traveling	P22	EBIRD	297	9.800		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1573999812	2024-03-02 09:17:25.722446	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-03	15:03:00	obsr1091489	S123371330	Traveling	P22	EBIRD	168	0.320		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1595399191	2023-10-22 19:58:13.003635	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-22	07:00:00	obsr1715724	S125162797	Traveling	P22	EBIRD	300	16.093		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1588784610	2022-12-26 09:43:27.408412	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004					Dry Zone Botanic Gardens, Hambanthota, Southern Province, LK (6.149, 81.067)	L21905076	P	6.1492483	81.0666675	2022-12-25	16:25:00	obsr1346514	S124570565	Traveling	P22	EBIRD	59	1.770		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1589377327	2023-10-17 04:44:37.920496	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-26	06:25:00	obsr1346514	S124625523	Traveling	P22	EBIRD	27	1.220		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1575543938	2023-10-23 19:28:13.283906	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-05	23:51:00	obsr1902957	S123491337	Traveling	P22	EBIRD	179	16.936		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1577367375	2023-10-23 19:28:15.95059	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-08	07:15:00	obsr736325	S123629976	Traveling	P22	EBIRD	124	2.110		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1589363102	2022-12-26 10:46:27.233301	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-26	07:52:00	obsr1346514	S124624047	Traveling	P22	EBIRD	22	1.530		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1577249315	2023-10-23 19:28:15.489182	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-08	06:17:00	obsr789257	S123622235	Traveling	P22	EBIRD	272	20.667		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1577372461	2024-03-11 18:58:36.198852	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-08	09:59:00	obsr736325	S123630357	Traveling	P22	EBIRD	161	9.150		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1584718730	2024-10-22 15:52:18.041799	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-12	14:45:00	obsr1547179	S124231833	Traveling	P22	EBIRD	120	4.000		2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1589371397	2023-10-22 20:03:07.286036	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2022-12-26	07:24:00	obsr1346514	S124624514	Traveling	P22	EBIRD	27	3.940		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1611384571	2024-08-25 13:25:32.708846	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-21	06:40:00	obsr465551	S126592157	Traveling	P22	EBIRD	290	30.000		3	1		0	1	0		On official jeep safari with park appointed local guide. Raining for the most part.		
URN:CornellLabOfOrnithology:EBIRD:OBS1613289585	2023-10-22 19:58:22.469283	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-23	08:31:00	obsr418540	S126768432	Traveling	P22	EBIRD	166	18.236		8	1	G9565448	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1603565343	2024-08-25 13:25:32.708846	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				6					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-11	05:50:00	obsr1377693	S125907483	Traveling	P22	EBIRD	300	10.000		3	1	G9473809	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1616772863	2023-10-22 20:01:59.994043	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-23	08:31:00	obsr602491	S127066375	Traveling	P22	EBIRD	166	18.236		8	1	G9565448	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1603725421	2024-08-25 13:25:32.708846	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				6					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-11	05:50:00	obsr1508301	S125924070	Traveling	P22	EBIRD	300	10.000		3	1	G9473809	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1595242882	2024-09-08 19:00:04.754275	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-02	08:27:00	obsr2690174	S125150123	Traveling	P22	EBIRD	155	12.732		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1615400228	2023-10-23 19:29:26.79721	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-26	06:35:00	obsr2300789	S126947873	Traveling	P22	EBIRD	362	24.400		3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1619574717	2023-10-22 20:03:29.675011	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-31	06:20:00	obsr1359969	S127311339	Traveling	P22	EBIRD	238	23.932		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1606176428	2024-04-28 06:37:38.990653	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala salt pan area	L22157424	P	6.1810750	81.2299120	2023-01-11	10:21:00	obsr359132	S126136216	Traveling	P22	EBIRD	28	2.591		8	1	G9491322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1603567125	2023-10-23 19:29:03.295155	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				4					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-11	10:09:00	obsr625519	S125908003	Traveling	P22	EBIRD	180	5.270		1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1603558588	2024-04-28 06:37:19.971708	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala salt pan area	L22157424	P	6.1810750	81.2299120	2023-01-11	10:21:00	obsr676947	S125907961	Traveling	P22	EBIRD	28	2.591		8	1	G9491322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1606495853	2024-04-28 06:37:38.990653	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala salt pan area	L22157424	P	6.1810750	81.2299120	2023-01-11	10:21:00	obsr625519	S126167201	Traveling	P22	EBIRD	28	2.591		8	1	G9491322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2003385996	2024-04-28 13:58:36.699711	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala salt pan area	L22157424	P	6.1810750	81.2299120	2023-01-11	10:21:00	obsr2290179	S166114938	Traveling	P22	EBIRD	28	2.591		8	1	G9491322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1625564922	2023-10-22 20:05:24.798113	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-23	08:31:00	obsr233492	S127838103	Traveling	P22	EBIRD	166	18.236		8	1	G9565448	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1605796201	2023-10-22 20:03:36.064255	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala NP (General)	L1078558	H	6.1885980	81.2200356	2023-01-14	14:37:00	obsr2018658	S126097733	Traveling	P22	EBIRD	190	0.920		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1607802349	2024-04-28 06:42:49.082509	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Hambantota	LK-33-004	BIRDLIFE_15327				Bundala salt pan area	L22157424	P	6.1810750	81.2299120	2023-01-11	10:21:00	obsr1634667	S126278062	Traveling	P22	EBIRD	28	2.591		8	1	G9491322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1333363693	2023-10-23 19:23:26.124355	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				Waligatta to Bundala , Southern Province, LK (6.2, 81.199)	L17505080	P	6.2001550	81.1985585	2022-01-22	07:41:00	obsr948503	S101171177	Traveling	P22	EBIRD	76	1.620		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1327387013	2023-10-23 19:23:17.502878	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				Bundala Freshwater Marsh	L8067960	H	6.1963995	81.2109113	2022-01-26	06:01:00	obsr736325	S101462451	Traveling	P22	EBIRD	122	10.470		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1333362162	2023-10-23 19:23:25.978777	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006					Southern Province, LK (6.201, 81.195)	L14472391	P	6.2009688	81.1952050	2022-01-21	17:48:00	obsr948503	S101939563	Traveling	P22	EBIRD	43	1.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1348192397	2023-10-23 19:23:51.933002	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				Bundala Freshwater Marsh	L8067960	H	6.1963995	81.2109113	2022-02-21	06:29:00	obsr1420361	S103326081	Traveling	P22	EBIRD	252	28.357		2	1	G7911085	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1348192493	2023-10-23 19:23:52.058779	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				Bundala Freshwater Marsh	L8067960	H	6.1963995	81.2109113	2022-02-21	06:29:00	obsr1283315	S103326082	Traveling	P22	EBIRD	252	28.357		2	1	G7911085	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1352349560	2023-10-23 19:23:58.56721	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				Waligatta to Bundala , Southern Province, LK (6.2, 81.199)	L17505080	P	6.2001550	81.1985585	2022-02-25	17:04:00	obsr948503	S103718769	Traveling	P22	EBIRD	86	1.750		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1332888857	2023-10-23 19:23:25.202816	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006					B499 Kirinda, Southern Province, LK (6.2, 81.203)	L17626182	P	6.1999938	81.2034108	2022-02-02	07:34:00	obsr1623604	S101905720	Traveling	P22	EBIRD	18	1.710		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1338489109	2022-02-09 21:07:22.158658	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006					Senasuma Wetland	L3401642	H	6.2046100	81.1978400	2022-02-10	06:53:00	obsr920183	S102358119	Traveling	P22	EBIRD	18	1.286		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1340113673	2023-10-22 02:59:24.240318	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006					UCIARS, Weligatta, Southern Province, LK (6.208, 81.207)	L17717222	P	6.2080670	81.2073400	2022-02-12	14:24:00	obsr948503	S102478774	Traveling	P22	EBIRD	128	1.900		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1379004558	2023-10-23 19:24:45.811088	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				2					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006					Weligaththa bundala road	L18313707	P	6.2007190	81.1992930	2022-03-31	16:51:00	obsr620629	S105942414	Traveling	P22	EBIRD	107	11.711		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1367633789	2024-10-22 15:50:57.585263	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				6					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				Bundala National park	L12705413	P	6.1974480	81.2148906	2022-03-10	07:24:00	obsr1976607	S104978355	Traveling	P22	EBIRD	231	8.910		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1378887397	2023-10-23 19:24:45.706661	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006					Bundala National ParkSouthern province, LK (6.201, 81.197)	L8216656	P	6.2010931	81.1973712	2022-03-31	05:57:00	obsr546477	S105933870	Traveling	P22	EBIRD	295	10.150		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1362713460	2023-10-23 19:24:20.09565	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				Bundala Freshwater Marsh	L8067960	H	6.1963995	81.2109113	2022-03-11	06:21:00	obsr2300789	S104586639	Traveling	P22	EBIRD	204	18.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1389578140	2023-10-22 03:01:29.595391	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				Bundala Freshwater Marsh	L8067960	H	6.1963995	81.2109113	2022-04-07	05:39:00	obsr3047223	S106828967	Traveling	P22	EBIRD	81	0.650		1	1	G8160403	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1384988402	2023-10-22 03:01:18.331831	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				3					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				Bundala Freshwater Marsh	L8067960	H	6.1963995	81.2109113	2022-04-07	05:39:00	obsr1001147	S106443464	Traveling	P22	EBIRD	81	0.650		1	1	G8160403	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1535957008	2023-10-23 19:27:12.462443	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				bundala	L12696506	P	6.1990936	81.2104225	2022-09-19	10:30:00	obsr1979314	S120285970	Traveling	P22	EBIRD	60	3.000		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1725211364	2024-10-23 15:26:33.04616	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006					Weligatta, Southern Province, LK (6.209, 81.209)	L24331733	P	6.2092156	81.2087333	2022-10-15	16:46:00	obsr948503	S137659357	Traveling	P22	EBIRD	72	0.280		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1725134479	2024-10-23 15:26:32.707442	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006					Road, Weligatta, Southern Province, LK (6.208, 81.209)	L14101694	P	6.2083074	81.2092193	2022-10-30	05:55:00	obsr948503	S137649693	Traveling	P22	EBIRD	150	0.080		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1550892286	2022-10-29 21:01:17.313069	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006					Road, Weligatta, Southern Province, LK (6.208, 81.209)	L14101694	P	6.2083074	81.2092193	2022-10-29	14:58:00	obsr948503	S121537403	Traveling	P22	EBIRD	540	0.730		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1535032501	2024-09-08 07:00:06.660646	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				1					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				Bundala National park	L21156971	P	6.1990936	81.2104225	2022-10-08	16:02:00	obsr1059559	S120214482	Traveling	P22	EBIRD	6	0.116		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1572764554	2023-10-23 19:28:08.816472	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				X					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006	BIRDLIFE_15327				bundala	L12696506	P	6.1990936	81.2104225	2022-11-27	06:30:00	obsr1979314	S123278433	Traveling	P22	EBIRD	180	20.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2307999731	2024-09-01 13:21:17.010647	9975	species	avibase-avibase-B30B6781	White-throated Kingfisher	Halcyon smyrnensis				10					Sri Lanka	LK	Hambantota	LK-33	Lunugamvehera	LK-33-006					Bundala	L34555870	P	6.2009000	81.1986000	2022-12-03		obsr392889	S186353251	Incidental	P20	EBIRD				1	0		0	1	0				
